O*NET-SOC Code,Title,Reading Comprehension,Active Listening,Writing,Speaking,Mathematics,Science,Critical Thinking,Active Learning,Learning Strategies,Monitoring,Social Perceptiveness,Coordination,Persuasion,Negotiation,Instructing,Service Orientation,Complex Problem Solving,Operations Analysis,Technology Design,Equipment Selection,Installation,Programming,Operations Monitoring,Operation and Control,Equipment Maintenance,Troubleshooting,Repairing,Quality Control Analysis,Judgment and Decision Making,Systems Analysis,Systems Evaluation,Time Management,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Auto label value,Auto probability0,Auto probability1,Auto probability2,Auto probability
13-1199.04,Business Continuity Planners,4.12,3.88,4.0,4.0,2.88,0.12,4.5,3.75,3.62,3.88,3.5,3.75,3.75,3.12,3.75,3.62,4.75,2.75,1.5,0.25,0.0,1.25,2.38,0.25,0.0,0.88,0.0,2.25,4.0,4.0,3.75,3.38,3.25,2.75,3.38,0,0.2763101948442568,0.25485103458441927,0.35069909308322167,0.29395344083729924
13-1199.05,Sustainability Specialists,4.12,4.0,4.12,4.12,2.88,1.75,4.0,3.38,3.12,3.5,3.25,3.5,3.25,3.0,3.0,3.0,3.62,2.12,1.12,0.12,0.12,0.62,2.0,0.25,0.0,0.75,0.0,2.12,3.62,3.25,3.62,3.0,2.0,1.75,2.88,0,0.4347571490576314,0.43770149263320945,0.4612748181972677,0.44457781996270285
13-1199.06,Online Merchants,3.75,3.62,3.25,3.38,3.12,0.25,3.88,3.12,2.5,3.62,2.75,2.88,3.12,3.12,2.62,3.25,3.0,1.5,1.12,0.75,0.12,1.75,1.38,0.25,0.0,0.12,0.25,1.12,3.25,2.38,3.0,2.62,3.38,2.88,2.5,1,0.5898530211591435,0.6617045888442021,0.5571813491086886,0.602912986370678
13-2023.00,Appraisers and Assessors of Real Estate,4.0,3.81,3.75,3.88,3.69,0.94,3.88,3.31,2.0,2.81,2.94,2.69,2.75,2.69,2.13,2.94,3.0,0.81,0.38,0.06,0.0,0.56,1.75,1.75,0.0,0.69,0.0,1.62,3.69,2.94,2.19,2.94,1.56,1.31,2.06,1,0.6954351074507485,0.7904296776323463,0.6264798929656195,0.7041148926829047
13-2031.00,Budget Analysts,4.0,4.0,3.75,3.38,3.5,0.25,3.88,3.38,2.75,3.38,3.0,3.0,2.88,2.75,2.88,2.75,3.5,3.0,0.88,0.0,0.0,1.12,1.0,0.0,0.0,0.0,0.0,0.5,3.62,3.5,3.0,3.0,3.75,2.0,2.75,1,0.6127390001807385,0.749982576399816,0.5571827451337015,0.6399681072380853
13-2052.00,Personal Financial Advisors,4.0,4.0,4.0,4.0,3.88,1.25,4.12,3.25,3.0,3.62,3.5,2.88,3.62,3.0,3.0,3.88,3.88,2.5,0.75,0.0,0.0,1.0,1.12,0.0,0.0,0.0,0.0,1.0,3.88,3.5,3.38,3.12,3.12,1.25,2.25,1,0.49001866232805114,0.5771325978874984,0.48340598678839797,0.5168524156679825
13-2061.00,Financial Examiners,4.25,4.12,4.0,4.12,3.88,0.25,4.5,4.12,3.88,4.25,3.62,3.62,3.12,3.0,3.75,3.0,4.0,3.0,0.38,0.0,0.0,1.0,1.25,0.25,0.0,0.0,0.0,1.88,4.12,3.88,4.0,3.75,0.75,0.62,3.75,0,0.4030782011530505,0.43124497318203225,0.4247416865804041,0.41968828697182897
13-2071.00,Credit Counselors,3.88,4.0,3.75,4.0,3.0,0.0,3.88,3.5,3.12,3.0,3.62,3.12,3.5,3.25,3.0,3.5,3.25,1.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,3.25,3.0,2.75,3.12,0.75,0.25,2.62,1,0.534144015489403,0.6185215131266375,0.5264045021588686,0.559690010258303
13-2082.00,Tax Preparers,4.0,4.0,3.0,3.5,3.25,0.0,3.62,3.12,3.0,3.0,2.88,2.88,2.5,2.62,3.0,3.12,3.0,0.88,0.5,0.0,0.0,0.62,0.38,0.0,0.0,0.0,0.0,1.12,3.0,2.75,2.25,3.0,0.88,0.5,1.75,1,0.66357957331752,0.7561803723845628,0.6143480885363033,0.6780360114127953
13-2099.01,Financial Quantitative Analysts,4.5,4.0,3.88,3.75,4.88,1.5,4.62,4.0,3.25,3.12,3.0,3.38,3.5,2.88,3.38,2.62,4.12,1.5,1.25,0.12,0.0,2.5,1.12,0.25,0.0,0.12,0.0,1.5,4.12,3.75,3.75,3.12,2.88,1.5,2.5,1,0.5882363136183812,0.700963326820272,0.5260655429998167,0.6050883944794899
13-2099.04,"Fraud Examiners, Investigators and Analysts",4.25,4.12,4.12,4.0,3.0,0.25,4.12,3.5,3.0,3.12,3.38,3.75,3.38,3.25,3.12,3.0,3.5,0.38,0.38,0.0,0.0,1.0,2.0,1.12,0.0,0.0,0.0,0.38,3.88,3.25,3.12,3.25,1.88,1.88,3.12,1,0.5121209306795222,0.5692795812998952,0.49905971218711653,0.526820074722178
15-1211.00,Computer Systems Analysts,4.38,4.0,4.0,4.0,3.5,2.12,4.25,4.12,3.12,4.0,3.0,3.38,2.88,2.62,3.88,3.0,3.88,3.62,3.38,2.62,1.12,3.62,3.12,2.0,0.5,3.75,0.62,3.62,4.0,4.0,4.0,3.5,2.0,1.5,3.0,0,0.3847182548204273,0.42860701772394805,0.42000607598481565,0.41111044950973036
15-1211.01,Health Informatics Specialists,4.88,4.25,4.0,4.12,2.88,1.88,4.25,4.75,3.88,4.0,3.5,3.75,3.62,3.25,3.88,3.62,4.0,2.88,2.75,2.25,0.38,3.12,2.75,0.75,0.0,2.25,0.0,2.88,4.0,4.0,4.12,3.38,2.12,2.25,3.12,0,0.29010859145421364,0.33674519394435265,0.35452836655747433,0.32712738398534685
15-1212.00,Information Security Analysts,4.12,3.88,3.75,3.75,2.38,1.62,4.12,3.88,3.12,3.88,2.75,3.0,2.88,2.75,3.12,2.75,3.62,2.5,2.12,1.0,0.5,2.25,3.12,0.88,0.88,1.88,0.75,3.12,3.62,3.38,3.38,3.12,1.12,1.0,2.88,0,0.472964966479708,0.4743522379520613,0.48589827376142836,0.4777384927310659
15-1221.00,Computer and Information Research Scientists,4.5,4.12,4.12,4.12,4.38,3.38,4.25,4.88,3.5,4.0,3.12,3.75,3.5,2.62,3.38,2.88,4.38,3.88,4.12,1.75,0.0,4.5,2.75,1.75,0.25,3.0,0.25,2.62,4.62,4.38,4.88,3.88,2.88,2.62,3.62,0,0.3667629378080335,0.4070241540295285,0.3941477258101713,0.3893116058825778
15-1231.00,Computer Network Support Specialists,3.88,3.62,3.5,3.5,2.62,1.5,3.75,3.38,3.25,3.62,2.88,2.75,2.62,2.0,3.25,2.88,3.25,1.88,1.88,2.75,3.12,1.75,3.12,2.12,2.75,3.12,3.0,3.12,3.38,3.38,3.25,2.62,0.75,1.62,2.25,0,0.5012984016929791,0.4387345522083024,0.5158190274032535,0.4852839937681783
15-1232.00,Computer User Support Specialists,4.0,4.0,3.12,4.0,2.12,1.5,4.0,3.25,3.12,3.12,2.75,2.88,2.5,2.5,3.5,3.25,3.25,2.75,1.25,2.0,2.0,2.12,2.88,2.88,2.25,3.0,2.38,3.0,3.12,3.0,3.0,3.0,0.88,1.12,2.75,0,0.5035296097019462,0.4754993064003017,0.515241967824533,0.4980902946422603
15-1241.00,Computer Network Architects,4.25,3.75,3.75,4.0,3.88,1.62,4.25,3.62,3.25,3.5,3.0,3.5,3.38,3.0,3.5,3.25,4.12,2.88,3.25,2.88,1.88,3.38,3.12,2.25,2.38,3.5,1.5,3.62,4.12,3.88,3.88,3.12,2.5,2.25,2.88,0,0.3975247201903187,0.44096881855453773,0.4300116230820379,0.4228350539422981
15-1241.01,Telecommunications Engineering Specialists,3.88,3.88,3.75,3.62,3.0,1.38,3.75,3.75,2.88,3.12,3.12,3.38,3.12,2.75,3.0,3.0,3.38,2.25,2.75,2.25,1.75,2.0,3.0,2.12,2.62,3.0,2.25,3.0,3.12,3.25,3.25,3.0,2.12,2.38,2.88,0,0.45197364840754517,0.44122632036771847,0.47683464977725976,0.4566782061841745
15-1242.00,Database Administrators,4.38,3.88,3.88,3.88,3.5,1.5,4.12,3.88,3.38,4.12,3.0,3.5,2.75,2.38,3.75,3.0,4.0,3.38,2.25,1.88,1.0,3.88,3.12,1.5,0.0,3.12,0.25,2.88,4.0,3.88,4.0,3.25,2.0,1.75,3.25,0,0.4160157680325369,0.44361547012005076,0.4375082289054433,0.43237982235267697
15-1243.00,Database Architects,4.38,3.62,4.0,3.75,3.38,1.75,4.25,3.62,3.12,3.62,3.12,3.25,3.25,2.88,3.5,3.0,4.0,3.12,3.12,1.38,1.12,4.12,2.38,1.62,0.38,2.75,0.62,2.0,3.75,3.5,3.75,3.0,1.0,1.38,2.62,0,0.4583649717230429,0.471191159959254,0.46722400376068407,0.46559337848099364
15-1243.01,Data Warehousing Specialists,4.0,3.62,3.38,3.62,3.25,1.25,3.88,3.25,2.75,3.12,3.0,3.38,3.12,2.62,3.38,2.62,3.5,3.38,2.75,0.88,0.0,3.75,2.25,1.62,0.25,1.0,0.25,2.25,3.62,3.5,3.5,2.75,1.38,1.62,2.0,1,0.5639846831834205,0.5748389313457096,0.5330655335393288,0.5572963826894863
15-1244.00,Network and Computer Systems Administrators,4.0,3.88,3.75,3.88,3.38,2.5,3.88,3.75,3.62,3.88,3.0,3.0,3.0,2.88,3.62,3.0,4.0,3.25,3.0,3.25,2.12,3.88,3.75,3.62,3.5,4.0,3.12,3.75,3.88,3.88,4.12,3.75,1.88,2.75,3.0,0,0.42337446893392894,0.4645219229530255,0.44597269034774456,0.44462302741156634
15-1251.00,Computer Programmers,3.5,4.0,3.25,3.38,3.12,2.75,3.88,3.25,2.62,3.12,3.0,2.88,2.75,2.12,3.12,2.88,3.88,3.75,2.38,0.0,0.38,4.88,2.12,0.25,0.0,1.62,0.0,3.5,3.25,3.25,3.62,3.12,1.5,1.25,2.75,1,0.5448800508307556,0.5443384469306238,0.5257051638549726,0.5383078872054506
15-1253.00,Software Quality Assurance Analysts and Testers,4.0,3.88,3.88,3.5,2.25,3.25,3.88,3.0,2.88,3.75,2.88,3.0,2.75,2.12,2.88,2.75,3.25,3.38,2.75,1.75,2.0,3.5,2.12,1.62,0.0,3.0,0.0,3.62,3.62,3.12,3.88,3.0,0.38,0.62,2.25,0,0.480472580766957,0.48304848279352797,0.4975642297496252,0.4870284311033701
15-1254.00,Web Developers,4.0,3.5,3.5,3.25,2.88,2.25,3.88,3.62,3.12,3.38,2.75,3.0,3.12,2.75,3.25,2.88,3.62,4.0,2.38,2.0,0.5,4.25,2.12,0.62,0.0,2.62,0.0,2.75,3.38,3.38,3.25,2.88,1.25,1.5,2.25,1,0.5174381991492183,0.5217436791323706,0.5090858343475091,0.5160892375430327
15-1255.01,Video Game Designers,4.0,4.0,3.62,3.5,3.0,0.88,3.88,3.62,3.0,3.5,3.38,3.5,3.38,2.88,3.25,2.75,3.62,2.88,2.62,0.5,0.25,4.0,2.62,0.0,0.0,0.38,0.0,1.62,3.5,3.25,3.5,3.62,1.5,1.5,3.12,1,0.49207251459687384,0.5353595143906347,0.4838091352449361,0.5037470547441482
15-1299.01,Web Administrators,4.12,3.88,3.38,3.5,2.12,2.38,4.12,3.75,3.0,3.5,3.0,3.25,2.62,2.75,3.62,2.88,3.88,3.5,2.25,1.38,1.0,2.88,2.25,1.12,0.12,3.0,0.12,3.38,3.38,3.38,3.38,3.12,1.75,1.38,2.12,0,0.42921114661959336,0.4426696121953029,0.46273695469044185,0.44487257116844603
15-1299.02,Geographic Information Systems Technologists and Technicians,4.31,3.88,3.81,3.69,3.88,3.25,3.94,3.69,3.06,3.31,2.81,3.31,2.69,2.37,3.31,3.06,3.69,3.19,2.38,1.06,0.44,3.0,1.94,0.81,0.31,0.5,0.25,1.06,3.38,3.44,3.37,2.88,1.56,1.56,2.75,1,0.563005866390057,0.6108010694325117,0.5255418253885651,0.566449587070378
15-1299.03,Document Management Specialists,3.88,3.88,3.88,3.25,2.25,0.5,3.75,3.25,3.0,3.12,3.12,3.0,2.88,2.88,3.0,3.0,3.62,2.25,1.75,0.0,0.0,1.88,1.88,0.0,0.0,0.0,0.0,1.0,3.38,3.38,3.25,3.38,1.62,1.88,2.88,1,0.5288827856421605,0.5981207929474408,0.5183087445840826,0.5484374410578946
15-1299.08,Computer Systems Engineers/Architects,4.25,4.0,4.0,3.88,3.25,3.5,3.88,4.0,3.25,3.75,3.0,3.12,3.0,3.0,3.12,2.88,4.0,4.5,2.38,1.38,1.12,4.12,2.88,0.75,1.12,2.5,0.88,3.75,4.0,4.0,4.25,3.38,2.75,2.12,3.0,0,0.42977765651488653,0.4540746899627237,0.4429605725344885,0.4422709730040329
15-1299.09,Information Technology Project Managers,4.0,4.0,4.0,4.0,3.12,1.5,4.25,3.88,3.25,4.5,3.88,4.12,3.62,3.75,3.25,3.12,4.0,2.5,1.88,0.0,0.0,1.62,1.75,0.12,0.0,0.62,0.0,1.88,3.75,3.75,3.75,3.88,3.62,3.62,4.0,0,0.2707943092437972,0.26770693013372693,0.3409325806634911,0.2931446066803384
15-2011.00,Actuaries,4.62,4.12,4.0,4.0,4.88,2.0,4.75,4.12,3.5,3.62,2.88,3.0,3.62,3.12,3.5,3.12,4.62,3.38,1.0,0.0,0.0,2.75,1.25,0.0,0.0,0.0,0.0,1.75,4.75,4.5,4.5,3.5,3.38,2.25,2.88,1,0.4932024058643467,0.5703524251438523,0.4594985616516283,0.5076844642199424
15-2021.00,Mathematicians,5.0,4.12,4.5,4.25,6.0,4.62,5.12,5.25,3.75,3.0,2.75,2.75,2.5,1.75,3.75,1.75,4.88,2.62,0.75,0.0,0.0,2.62,0.75,0.0,0.0,0.0,0.0,0.5,4.25,3.88,3.5,2.75,0.75,0.75,1.75,1,0.7033597800059965,0.6655779022354977,0.5987271005487003,0.6558882609300648
15-2031.00,Operations Research Analysts,4.38,4.0,4.0,4.0,4.75,3.12,4.38,4.12,3.12,3.0,3.0,2.88,2.88,2.62,3.12,2.5,4.38,4.38,1.38,0.12,0.0,2.75,0.62,0.0,0.0,0.38,0.0,1.62,4.25,4.0,4.38,3.0,1.38,0.88,2.62,1,0.6186429177231503,0.6916529836939276,0.546033616999523,0.6187765061388669
15-2041.00,Statisticians,4.88,3.88,4.38,4.25,5.75,4.0,4.88,3.88,3.12,3.12,2.75,2.88,2.75,1.75,3.12,1.88,4.12,3.5,0.75,0.0,0.0,3.62,0.88,0.25,0.0,0.0,0.0,1.12,3.88,3.12,3.12,2.88,1.25,1.0,2.38,1,0.7358834634652567,0.729625824908851,0.6223898017254044,0.695966363366504
15-2041.01,Biostatisticians,5.12,4.25,4.88,4.5,5.12,4.62,4.88,4.88,3.88,3.62,2.88,3.0,2.88,2.5,4.0,2.75,4.5,3.38,1.0,0.62,0.0,4.0,0.75,0.12,0.0,0.0,0.0,1.25,4.38,3.88,3.75,3.5,1.25,1.0,3.12,1,0.5673939917843995,0.5651904046101066,0.5039165389730522,0.5455003117891861
15-2051.01,Business Intelligence Analysts,4.38,4.12,4.12,4.0,3.88,0.75,4.25,4.12,3.0,3.38,3.12,3.0,3.0,2.88,3.25,2.75,3.62,1.62,1.62,0.25,0.0,2.5,1.25,0.38,0.12,0.12,0.0,1.5,4.0,3.75,3.62,3.0,1.88,1.5,2.38,1,0.5951538047197857,0.7063361903041141,0.5378282259686529,0.6131060736641842
15-2051.02,Clinical Data Managers,4.25,3.88,4.0,4.0,3.88,2.25,4.25,4.0,3.25,4.12,3.5,3.38,2.62,2.38,3.75,2.62,3.62,3.38,1.38,1.5,0.0,3.62,2.0,1.25,0.0,0.62,0.0,2.5,3.62,3.38,3.38,3.5,1.25,1.5,3.38,1,0.5150176157154469,0.55065677848782,0.4891227168073371,0.5182657036702013
15-2099.01,Bioinformatics Technicians,4.25,3.62,3.75,3.62,3.88,3.38,3.75,3.88,2.88,3.5,3.0,3.0,2.88,2.75,3.25,2.88,3.38,2.12,2.0,0.25,0.0,3.0,2.5,0.25,0.38,0.38,0.38,2.25,3.5,3.5,3.5,3.0,1.0,1.0,2.38,1,0.5789913273978868,0.6262627837187438,0.5381171440929222,0.5811237517365176
17-1011.00,"Architects, Except Landscape and Naval",4.75,4.25,4.12,4.0,4.12,3.0,4.5,4.12,3.12,4.38,3.25,4.0,3.5,3.5,2.88,3.38,4.25,4.38,2.0,0.25,0.0,1.25,2.0,1.75,0.0,1.5,0.0,3.25,4.5,3.62,3.75,3.62,3.38,3.0,3.5,0,0.2914978771302117,0.3018607271791893,0.3518657303798136,0.31507477822973823
17-1021.00,Cartographers and Photogrammetrists,4.12,3.5,3.62,3.12,3.12,1.5,3.75,3.38,3.0,3.12,2.88,3.0,2.12,2.12,3.0,2.75,3.12,0.75,0.75,1.0,0.0,1.12,1.75,0.38,0.5,1.38,0.38,2.12,3.12,2.88,2.75,3.12,0.75,0.62,2.12,1,0.6527098785625185,0.7132978841218574,0.6055198758280369,0.6571758795041376
17-1022.01,Geodetic Surveyors,4.38,4.0,4.12,3.88,4.75,3.62,4.0,3.88,3.5,3.88,3.0,3.12,2.38,2.25,3.12,2.5,3.88,1.75,1.5,2.38,0.0,3.0,2.5,2.75,1.62,1.88,1.62,3.0,3.75,3.25,3.25,3.5,1.88,1.88,3.5,1,0.5719673903144553,0.588045745913405,0.5236936034160067,0.561235579881289
17-2011.00,Aerospace Engineers,5.0,4.12,4.5,4.25,4.75,5.12,4.62,3.88,3.75,3.88,3.12,3.5,3.12,3.0,3.25,2.75,4.25,5.0,3.75,0.38,0.0,1.75,3.0,0.62,0.0,2.5,0.0,3.88,3.88,4.0,3.88,3.5,1.38,1.0,3.0,0,0.363980935248037,0.4058380301059117,0.4011480881723344,0.3903223511754277
17-2021.00,Agricultural Engineers,4.62,4.0,4.25,4.0,4.0,3.38,4.25,3.88,3.12,3.75,3.25,3.25,3.12,3.0,3.25,3.0,4.38,3.25,3.0,1.38,0.0,1.62,3.25,2.25,0.88,2.12,0.75,2.5,4.0,3.88,3.88,3.62,2.38,2.62,3.0,0,0.3801726564833814,0.3899242206713893,0.41163424589638,0.39391037435038356
17-2031.00,Bioengineers and Biomedical Engineers,5.12,4.38,4.25,4.38,4.62,4.62,4.75,4.75,4.12,4.12,3.5,3.5,3.5,3.0,4.0,3.12,4.62,4.38,4.0,2.75,2.88,3.5,3.38,2.0,2.88,3.38,2.62,3.75,4.75,3.88,4.0,3.62,2.25,2.88,3.25,0,0.3487950398408657,0.45715881748796505,0.39098269572136246,0.3989788510167311
17-2041.00,Chemical Engineers,4.38,4.0,3.88,3.88,4.62,5.12,4.88,4.5,3.62,3.88,3.12,3.62,3.12,3.0,3.38,3.0,4.38,4.5,3.12,2.38,0.0,2.88,3.5,1.62,0.0,3.5,0.0,3.62,4.5,4.0,4.25,3.75,2.75,2.88,3.5,0,0.33509742346501525,0.3906904755335461,0.3786635992560434,0.3681504994182016
17-2051.01,Transportation Engineers,4.38,3.88,3.88,4.0,4.62,3.0,4.12,4.0,3.12,3.5,2.88,3.75,3.75,3.12,3.12,3.0,4.12,4.0,2.75,0.5,0.0,2.5,2.12,1.12,0.0,2.12,0.0,3.0,4.12,4.0,3.88,3.62,3.88,3.38,3.5,0,0.36685020634624266,0.4040206231630066,0.3973680440450664,0.38941295785143853
17-2051.02,Water/Wastewater Engineers,4.38,4.0,4.0,4.0,4.5,4.12,4.12,4.0,3.75,4.0,3.0,3.62,3.12,3.0,3.62,2.88,4.75,3.88,3.25,1.0,0.0,2.5,3.0,2.0,0.0,2.25,0.0,3.38,4.12,4.12,4.12,3.88,2.75,2.75,3.62,0,0.3262766586410635,0.3628477504626062,0.3738946004118304,0.3543396698385
17-2061.00,Computer Hardware Engineers,4.5,3.88,4.12,4.0,3.38,3.25,4.12,4.12,3.12,3.25,2.75,3.12,2.75,2.12,3.5,2.75,4.12,4.0,2.75,2.75,1.12,2.75,3.0,0.75,2.12,3.12,2.12,3.0,3.88,3.5,4.0,3.0,1.25,1.5,2.62,0,0.4892969240531784,0.4859116730474078,0.48645317900803065,0.4872205920362056
17-2071.00,Electrical Engineers,4.25,4.0,3.88,3.75,4.0,3.5,4.0,3.38,3.0,3.5,3.12,3.25,2.88,2.88,3.0,3.0,3.75,3.25,2.0,1.88,0.12,1.5,3.0,0.12,2.0,3.0,2.38,2.88,3.25,3.25,3.38,3.25,2.5,2.62,3.0,0,0.47312364807918783,0.5041481480503238,0.4754967534802006,0.48425618320323743
17-2072.00,"Electronics Engineers, Except Computer",4.12,4.0,4.0,4.0,3.62,3.12,4.0,3.75,3.12,3.62,3.0,3.25,3.0,3.12,3.12,3.0,4.12,3.38,3.12,2.88,0.62,2.88,3.5,3.12,2.75,3.12,3.0,3.75,3.5,3.88,3.75,3.0,2.5,2.5,2.88,0,0.4500395144166873,0.48045678746984066,0.45888843276610203,0.46312824488421
17-2072.01,Radio Frequency Identification Device Specialists,4.0,3.62,3.62,3.62,3.38,1.88,3.88,3.5,3.25,3.75,3.12,3.38,3.38,2.75,3.5,2.88,3.62,3.0,3.12,2.62,2.25,2.62,2.88,2.25,2.25,3.0,2.25,3.0,3.38,3.5,3.5,2.88,1.62,1.88,2.75,0,0.4280760404928401,0.4375581173373888,0.4580696237513848,0.4412345938605379
17-2081.00,Environmental Engineers,4.62,4.12,4.12,4.25,4.0,3.62,4.25,4.12,3.12,4.25,3.25,4.0,3.38,3.25,3.12,2.75,4.12,2.38,0.75,0.0,0.0,1.12,2.88,1.75,0.0,1.5,0.0,2.88,4.25,3.88,4.0,3.88,2.38,2.38,3.0,0,0.36523165337064256,0.3443169357453826,0.39951199819859085,0.3696868624382053
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.56,4.19,4.12,4.12,3.31,3.88,4.19,3.88,3.44,3.88,3.19,3.25,3.12,2.88,3.44,2.87,3.81,3.62,1.94,0.69,1.0,1.5,3.06,1.94,0.0,2.62,0.0,3.5,3.88,3.5,3.62,2.94,0.88,1.44,2.63,0,0.37766286364688995,0.38919804120362755,0.42377224037159067,0.3968777150740361
17-2111.02,Fire-Prevention and Protection Engineers,4.0,4.0,4.0,4.0,3.12,3.88,4.12,3.88,3.38,3.38,3.0,3.0,3.12,3.0,3.12,3.0,4.0,4.0,3.0,1.5,0.0,1.62,2.88,1.88,0.0,2.75,0.0,3.25,4.0,3.88,3.88,3.88,2.88,2.75,3.0,0,0.348174771874767,0.37136306908323036,0.3983604316638889,0.37263275754062875
17-2112.00,Industrial Engineers,4.5,4.12,4.12,4.12,3.88,1.75,4.12,3.88,3.0,4.25,3.0,3.12,2.62,2.38,3.0,2.75,4.12,2.5,1.88,0.38,0.0,1.12,2.75,2.25,0.0,1.75,0.0,2.38,4.0,3.75,3.88,3.0,2.0,2.62,2.88,0,0.45969114404064726,0.45686480796297246,0.46505285596774826,0.4605362693237893
17-2112.01,Human Factors Engineers and Ergonomists,4.88,4.38,4.25,4.25,4.0,3.12,4.38,4.25,3.5,4.12,3.62,3.5,3.0,2.88,3.75,3.12,4.12,3.75,3.75,1.5,0.0,2.38,2.12,0.75,0.0,2.12,0.0,3.0,4.25,3.75,4.0,3.0,2.0,2.0,2.88,0,0.3445397397238139,0.3799754849560202,0.3887437518884269,0.37108632552275367
17-2112.02,Validation Engineers,4.5,4.0,4.12,4.0,3.62,4.38,4.12,3.62,3.12,4.0,3.0,3.12,2.88,2.75,3.12,2.88,4.0,4.0,1.25,0.12,0.0,1.0,3.25,2.12,0.62,2.25,0.25,3.12,3.62,3.62,3.38,3.12,1.0,2.0,2.88,0,0.43675611094204214,0.4370354375905805,0.4556843081651607,0.4431586188992611
17-2112.03,Manufacturing Engineers,4.75,4.12,4.38,4.12,4.5,3.75,4.0,4.5,3.88,4.62,3.5,3.62,3.62,3.12,3.75,2.88,4.25,3.88,4.0,3.62,3.0,2.5,3.88,3.25,3.12,3.62,3.0,3.88,4.62,4.62,4.5,3.88,3.62,3.5,3.88,0,0.3409854697080732,0.4658471749646367,0.38628984508673625,0.397707496586482
17-2121.00,Marine Engineers and Naval Architects,4.75,4.0,4.0,4.0,4.81,4.37,4.38,4.44,3.0,4.0,3.12,3.56,3.31,3.12,3.31,2.94,4.19,4.38,3.06,1.12,0.44,1.81,3.38,1.69,1.06,3.31,1.19,3.81,4.31,3.75,3.69,3.5,2.56,2.44,3.25,0,0.3516415008288618,0.39726938959148583,0.3932583885820975,0.380723093000815
17-2131.00,Materials Engineers,4.75,4.12,4.38,4.12,4.0,4.75,4.25,4.5,3.62,3.88,3.12,3.25,3.12,3.12,3.88,3.0,4.0,4.0,2.88,1.88,0.0,1.75,3.12,2.0,0.88,2.0,1.0,3.62,3.88,3.75,3.5,3.12,2.62,2.75,3.12,0,0.35663508431400714,0.387249139844414,0.39580639793405226,0.37989687403082445
17-2141.00,Mechanical Engineers,4.88,4.0,4.0,3.88,4.88,4.62,4.25,4.38,3.5,4.25,2.88,3.5,3.5,3.0,3.62,2.88,4.75,4.62,3.75,2.62,2.62,2.38,3.75,2.38,1.62,3.62,1.75,4.0,4.12,3.88,3.88,3.62,2.75,2.88,3.12,0,0.34954828580123376,0.44388905568743553,0.39483467804436145,0.39609067317767693
17-2141.01,Fuel Cell Engineers,4.62,4.0,4.0,3.75,3.88,3.88,4.12,3.75,3.12,3.75,3.12,3.12,3.12,2.88,3.25,2.88,3.5,3.12,3.25,2.5,0.88,2.0,3.5,2.88,2.25,3.12,2.75,3.12,3.88,4.0,4.0,3.5,1.88,2.88,3.12,0,0.4203477792503634,0.4551127921460676,0.4411029373478641,0.438854502914765
17-2141.02,Automotive Engineers,4.75,3.75,4.0,3.88,5.0,4.12,4.5,4.62,3.25,4.0,2.88,3.75,3.25,2.75,3.88,2.5,4.38,4.25,3.62,2.12,0.0,3.0,3.25,2.38,0.0,2.75,0.0,3.75,4.38,4.0,4.25,3.0,2.25,2.12,3.25,0,0.3866858639942734,0.41228888854760726,0.41154212853192007,0.40350562702460024
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",4.75,4.0,4.25,4.12,4.62,4.0,4.5,4.12,3.38,4.5,3.25,3.75,3.38,3.25,3.5,2.62,4.38,4.12,2.88,2.5,0.0,3.0,3.38,2.0,0.0,1.88,0.0,3.5,4.62,4.0,4.25,3.88,3.75,3.25,3.62,0,0.3411687067302296,0.38284984330149996,0.375396457084463,0.36647166903873085
17-2161.00,Nuclear Engineers,4.75,4.38,4.62,4.0,4.25,4.38,4.75,4.12,3.25,4.0,3.38,3.62,3.0,3.0,3.12,2.88,4.38,4.62,2.75,1.0,0.0,1.12,4.0,2.12,1.0,2.88,1.0,3.5,3.88,3.88,3.88,3.5,1.88,2.25,3.0,0,0.3522765169039985,0.39121794210731764,0.3937701819214965,0.37908821364427087
17-2171.00,Petroleum Engineers,4.75,4.0,4.25,4.0,4.0,4.0,4.38,3.88,3.0,3.88,3.62,3.75,3.12,3.38,3.0,3.0,4.12,1.75,2.25,1.0,0.88,1.12,3.12,2.0,0.25,2.0,0.0,2.62,3.88,3.88,3.88,3.75,2.5,2.88,3.5,0,0.3231462585351892,0.3331404046716102,0.3795055221919199,0.3452640617995731
17-2199.03,"Energy Engineers, Except Wind and Solar",4.75,4.0,4.12,4.0,4.12,4.38,4.12,3.88,3.0,3.88,3.5,3.38,3.0,3.0,3.0,3.0,4.0,3.88,2.12,0.25,0.0,1.25,2.75,1.88,0.0,1.62,0.0,2.5,4.0,4.0,3.75,3.38,2.25,2.38,3.0,0,0.38845099137617467,0.39205391847022497,0.41751421824594104,0.39933970936411356
