O*NET-SOC Code,Reading Comprehension,Active Listening,Writing,Speaking,Mathematics,Science,Critical Thinking,Active Learning,Learning Strategies,Monitoring,Social Perceptiveness,Coordination,Persuasion,Negotiation,Instructing,Service Orientation,Complex Problem Solving,Operations Analysis,Technology Design,Equipment Selection,Installation,Programming,Operations Monitoring,Operation and Control,Equipment Maintenance,Troubleshooting,Repairing,Quality Control Analysis,Judgment and Decision Making,Systems Analysis,Systems Evaluation,Time Management,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Change in Employment
47-2132,3.0,3.0,2.5,2.75,1.75,0.62,2.88,2.75,2.25,3.0,2.62,2.88,1.88,2.0,2.25,2.12,2.62,1.62,0.62,0.5,0.88,0.0,2.62,2.5,0.12,1.88,0.5,2.12,2.75,1.5,1.5,2.75,0.62,1.5,1.88,-1990.0
47-2141,2.75,3.0,2.0,2.25,1.88,0.5,3.0,2.25,1.38,2.62,2.75,2.62,2.0,1.88,1.38,2.0,2.12,0.62,0.5,1.12,0.0,0.0,2.12,2.0,0.5,1.38,0.75,2.12,2.38,1.62,1.38,2.5,1.0,1.25,2.38,28160.0
47-2142,2.38,2.5,2.0,2.38,1.38,0.38,2.38,1.75,1.75,2.5,2.12,2.88,1.88,1.62,2.0,2.0,2.5,0.62,0.25,0.62,0.12,0.0,2.38,2.0,0.0,1.38,0.0,1.88,2.25,1.12,1.12,2.38,0.25,0.5,1.75,-190.0
47-2151,2.88,3.0,2.12,3.0,2.12,0.5,3.0,2.12,2.0,2.75,2.62,2.88,2.0,2.0,2.0,2.12,2.38,0.62,0.88,2.0,2.5,0.0,3.12,3.0,2.25,3.0,2.75,3.0,2.5,2.0,1.75,2.88,0.88,1.25,2.12,-4810.0
47-2152,3.1550000000000002,3.185,2.935,2.965,2.7199999999999998,1.0,3.435,3.06,2.815,3.0949999999999998,2.785,3.065,2.7199999999999998,2.69,3.0949999999999998,2.9050000000000002,3.06,1.405,1.66,2.5,3.1550000000000002,0.435,3.16,2.815,3.0949999999999998,3.065,3.125,3.4050000000000002,2.94,2.7800000000000002,2.965,3.0300000000000002,1.03,1.315,2.5949999999999998,70300.0
47-2161,2.25,2.25,2.25,2.12,1.88,0.25,2.62,2.12,2.0,2.62,2.12,2.75,2.12,2.12,2.12,2.25,2.25,1.25,0.88,1.62,0.88,0.0,2.5,2.25,0.62,1.88,0.88,2.88,2.5,1.62,1.88,2.75,1.25,1.88,2.12,6600.0
47-2171,2.12,2.38,1.62,2.0,2.25,0.25,2.88,1.88,2.0,2.25,2.12,3.25,1.62,1.62,2.12,1.62,2.38,1.0,0.88,1.75,0.12,0.0,2.38,2.88,1.12,1.75,0.88,2.38,2.75,2.0,1.75,2.5,0.62,0.75,1.88,340.0
47-2181,2.62,2.75,2.0,2.5,2.12,0.25,2.88,2.38,2.0,2.75,2.5,3.88,1.88,1.75,2.12,2.25,2.75,1.25,0.75,1.12,0.88,0.0,2.62,2.88,1.12,1.75,1.25,2.12,2.5,1.5,1.25,2.75,1.0,1.0,2.0,26040.0
47-2211,2.62,2.62,2.12,2.88,3.25,0.75,3.0,2.38,2.38,3.0,2.0,3.25,1.75,1.62,3.0,1.88,2.75,1.88,2.0,2.25,2.12,0.25,2.62,2.75,2.62,2.62,2.62,3.25,2.88,2.0,2.0,2.88,0.75,1.38,2.88,-1230.0
47-2221,3.0,3.0,2.38,2.38,2.12,0.25,3.12,3.0,3.0,3.0,2.75,3.38,2.12,2.0,2.88,2.25,2.88,2.0,1.25,2.25,1.12,0.0,3.0,3.0,1.5,1.88,1.62,3.0,2.75,2.12,2.0,2.88,1.0,1.62,2.38,16560.0
47-2231,2.75,2.75,2.62,2.88,3.12,1.5,3.5,3.0,2.38,3.12,2.38,3.38,2.38,1.88,3.0,2.38,3.12,1.62,1.62,2.62,3.25,0.62,2.88,2.88,2.88,3.38,2.88,3.12,2.75,2.75,2.62,2.5,1.38,1.75,2.12,5910.0
47-3011,2.12,2.25,1.75,2.0,2.0,0.25,2.38,2.12,2.12,2.62,2.25,3.12,1.62,1.5,2.38,1.75,2.38,0.88,0.88,1.88,0.25,0.0,2.5,2.38,2.0,2.25,2.0,2.38,2.38,1.75,1.62,2.5,0.62,1.5,1.75,-90.0
47-3012,2.25,3.0,2.38,2.38,2.25,0.0,2.75,2.12,2.0,2.38,2.25,3.12,2.0,2.0,2.12,2.12,2.12,0.62,1.0,2.12,1.5,0.0,2.12,2.12,2.12,2.12,2.12,2.62,2.12,1.25,1.38,2.25,0.88,1.0,2.0,-5980.0
47-3013,2.75,2.88,2.0,2.38,1.38,0.75,2.75,2.38,1.88,2.25,2.0,2.88,1.25,1.12,1.88,1.75,2.38,0.5,0.12,2.12,2.5,0.0,2.5,2.62,2.62,2.62,2.62,2.62,2.38,0.75,1.0,2.0,0.12,0.75,1.5,10980.0
47-3014,1.75,2.25,1.75,2.0,0.25,0.12,2.25,2.0,2.12,2.38,2.25,2.62,1.75,1.75,2.0,2.25,2.12,0.0,0.0,1.62,0.12,0.0,2.38,2.0,2.12,2.38,2.12,2.38,2.12,1.12,1.12,2.5,0.0,0.12,2.0,-720.0
47-3015,2.0,2.38,1.5,2.25,1.38,0.12,2.38,1.88,1.88,2.25,2.12,3.0,1.62,1.62,2.12,1.75,2.0,0.25,0.62,2.0,1.5,0.0,1.88,2.0,1.75,2.0,2.62,2.0,2.12,1.0,0.88,2.12,0.75,1.25,1.38,7050.0
47-3016,2.25,2.5,2.12,2.0,1.75,0.0,2.25,2.12,2.25,2.5,2.12,3.75,1.75,1.75,2.12,2.12,2.62,0.0,0.88,2.25,1.0,0.38,2.0,2.12,2.38,2.25,2.0,2.62,2.38,2.0,1.75,2.5,1.12,1.38,2.25,-2680.0
47-4011,3.88,3.815,3.375,3.63,3.185,2.5,3.815,3.185,3.06,3.25,3.0,3.0,3.06,2.94,3.0,2.815,3.185,2.625,1.25,0.625,0.44,0.815,2.685,2.125,0.125,2.0,0.0,3.0,3.31,3.19,3.31,3.185,1.25,1.375,2.88,22010.0
47-4021,3.25,3.12,2.75,2.88,1.62,2.62,3.0,3.0,2.25,3.12,2.62,3.12,2.5,2.38,1.88,2.75,3.12,1.88,1.5,3.12,2.88,0.75,3.38,3.25,3.75,3.88,3.75,3.5,3.0,2.88,2.75,3.0,0.5,0.88,1.88,7760.0
47-4031,2.12,2.25,2.0,2.12,2.62,0.12,2.88,1.88,2.0,2.88,2.12,3.12,2.0,1.75,2.12,2.25,2.5,1.0,0.62,2.0,0.12,0.0,2.75,2.88,1.88,1.88,1.88,2.75,2.88,1.75,1.75,2.88,1.12,1.5,2.25,4910.0
47-4041,3.0,3.0,2.88,2.88,2.12,1.75,3.62,3.0,2.25,3.12,2.75,3.0,2.75,2.75,2.88,2.75,3.0,1.12,0.5,2.12,0.88,0.25,3.0,3.0,2.62,2.75,2.12,2.75,3.0,2.12,2.0,3.0,1.0,1.75,2.5,1990.0
47-4051,2.75,2.88,1.88,2.75,1.88,0.0,2.75,2.12,1.75,2.75,2.62,3.5,2.38,2.12,2.12,2.25,2.75,0.12,0.62,1.5,0.5,0.12,3.0,3.12,2.25,2.75,2.25,2.88,2.62,1.88,1.75,2.5,0.62,0.62,1.88,10210.0
47-4061,2.25,2.75,2.12,2.25,2.0,0.25,3.0,2.38,2.25,2.88,2.0,3.12,1.88,1.75,2.62,1.88,2.38,0.75,0.75,2.25,0.5,0.0,3.25,3.12,3.0,3.0,3.0,3.0,2.75,2.12,2.0,2.75,0.75,1.0,2.12,1360.0
47-4071,2.88,2.88,2.62,2.5,2.38,0.38,3.0,2.62,2.38,2.88,2.62,2.75,2.38,2.0,2.38,2.25,3.0,0.75,1.0,1.88,1.5,0.0,3.0,3.0,2.88,3.0,3.12,2.62,2.75,2.25,2.12,2.88,1.62,1.88,2.12,5400.0
47-5011,2.88,3.0,2.62,3.0,2.5,0.25,3.12,2.62,2.88,3.5,2.75,3.38,2.0,2.12,2.88,1.88,2.88,0.38,0.12,2.38,0.12,0.0,3.88,3.62,3.38,3.25,3.62,3.62,2.62,2.0,2.25,2.75,1.12,1.62,3.38,-8650.0
47-5012,3.0,2.88,3.0,2.88,1.88,0.38,3.25,3.0,3.12,3.25,2.75,3.38,2.88,2.75,3.38,2.25,3.12,1.0,0.5,2.25,0.38,0.0,3.5,3.62,3.12,3.0,3.25,3.25,3.0,2.12,1.88,3.38,0.38,1.12,3.25,-5470.0
47-5013,3.0,3.0,3.0,3.0,2.38,0.38,3.25,3.0,2.38,3.38,2.75,3.0,2.62,2.38,2.5,2.5,3.0,0.88,0.5,2.5,2.12,0.88,3.62,3.5,3.25,3.12,3.12,3.12,2.62,2.38,2.5,2.88,1.12,1.75,2.5,-10320.0
47-5041,2.25,2.88,2.0,2.25,1.38,0.62,3.12,2.5,2.5,3.0,2.25,3.0,2.25,2.12,2.38,2.12,3.0,1.25,0.75,2.25,1.12,0.0,3.88,3.62,3.38,3.0,3.0,2.5,3.0,2.25,2.12,2.75,0.38,0.38,2.75,3090.0
47-5051,2.38,2.62,2.12,2.62,1.5,0.12,2.62,2.12,2.0,2.5,2.25,2.75,2.0,1.62,1.75,2.12,2.5,0.25,0.0,1.75,0.0,0.0,2.88,3.0,2.0,2.25,1.75,2.5,2.25,0.75,0.75,2.38,0.62,0.62,1.62,1450.0
47-5071,1.88,2.5,1.62,2.12,1.75,0.25,2.38,2.38,2.0,2.75,2.25,3.0,1.5,1.5,2.25,1.62,2.12,0.12,0.88,2.12,0.5,0.0,2.62,2.62,2.5,2.62,2.75,2.62,2.38,1.88,1.62,2.25,0.75,1.25,1.75,-14520.0
47-5081,2.5,2.62,2.25,2.38,2.25,0.5,2.88,2.62,2.25,3.12,2.38,3.25,2.0,1.88,2.25,2.0,2.62,0.0,1.0,2.75,0.38,0.0,3.38,3.0,3.12,3.0,3.12,2.62,2.62,1.88,1.62,2.25,0.88,1.5,2.0,-7430.0
49-1011,4.0,3.75,3.5,3.88,3.12,1.38,3.88,3.75,3.75,4.0,3.75,3.75,3.5,3.38,3.5,3.0,3.62,2.5,1.25,2.75,0.88,1.12,3.38,3.0,3.12,3.75,3.12,3.62,3.75,3.75,3.0,3.88,3.62,3.75,4.0,50890.0
49-2011,3.12,3.0,3.0,3.0,1.75,1.62,3.12,3.0,2.62,3.0,3.0,2.88,2.75,2.12,2.88,2.88,3.12,2.0,1.88,3.0,2.5,1.25,3.0,2.88,2.88,3.25,3.12,3.0,2.62,2.62,2.38,3.0,0.88,1.25,2.12,-12680.0
49-2021,3.38,2.88,2.75,3.0,3.0,0.88,3.12,2.75,2.38,3.12,2.25,3.38,2.25,1.88,2.88,2.25,2.62,0.25,1.0,3.0,3.5,1.25,3.12,2.62,3.38,3.75,3.62,3.5,2.75,2.62,2.62,2.62,0.62,1.12,2.62,1060.0
49-2022,3.62,3.38,3.12,3.12,2.25,2.0,3.75,3.0,2.88,3.25,2.75,3.0,2.62,2.25,3.0,3.0,3.25,1.75,1.38,3.12,3.25,1.62,3.25,3.25,3.25,3.75,3.25,3.62,3.0,3.0,3.12,3.0,0.75,0.88,2.38,-5140.0
49-2091,3.5,3.25,3.12,3.0,2.12,2.88,3.75,3.12,2.62,3.25,3.0,3.12,2.75,2.25,2.88,2.62,3.5,2.12,1.12,3.0,2.88,0.88,3.62,2.5,4.0,4.0,4.0,3.62,3.25,3.12,3.12,3.25,0.62,1.12,2.62,4600.0
49-2092,3.0,3.0,2.75,3.0,2.75,2.12,3.38,3.12,2.75,3.12,2.75,2.88,2.38,1.75,2.88,2.75,3.0,1.25,1.25,3.0,2.88,0.88,3.38,3.0,3.75,3.88,4.0,3.62,3.0,2.88,2.75,2.88,1.75,1.75,2.25,-1490.0
49-2093,3.12,3.0,3.0,3.0,2.25,2.25,3.0,2.38,2.25,3.0,3.0,3.0,2.75,2.12,2.5,2.25,3.0,1.62,1.38,2.25,2.38,0.75,3.12,2.5,3.0,3.25,3.12,3.25,2.88,2.25,2.38,3.12,1.12,1.0,2.25,-4370.0
49-2094,4.0,3.62,3.0,3.12,2.88,2.75,3.75,3.0,3.0,3.12,3.0,3.0,2.88,2.62,2.88,2.88,3.88,2.12,2.38,3.25,2.75,2.12,3.88,3.5,3.75,3.88,3.88,3.88,3.0,3.25,3.0,3.0,1.62,1.62,2.62,-6970.0
49-2095,3.5,3.12,3.0,2.88,2.38,2.38,3.38,3.0,2.25,3.0,2.75,3.0,2.12,2.25,2.88,2.75,3.0,2.25,1.0,2.25,0.75,1.12,3.25,3.12,4.0,4.0,4.0,3.25,3.0,3.0,3.0,3.0,1.5,1.62,2.75,530.0
49-2096,3.12,3.0,2.88,3.0,2.25,1.5,3.12,2.38,2.25,2.88,2.88,3.0,2.38,2.5,2.38,2.88,3.0,1.75,1.38,2.75,3.0,1.12,3.0,3.0,2.88,3.62,3.62,3.0,2.88,2.25,2.38,3.0,1.25,1.12,2.12,-1150.0
49-2097,3.5,3.12,2.5,3.0,2.38,1.75,3.62,3.12,2.88,2.88,2.38,2.62,2.75,2.12,3.0,3.12,3.25,2.38,1.5,2.88,3.0,1.5,2.75,2.38,3.0,3.62,3.38,3.62,3.0,2.75,2.5,2.62,1.88,1.88,2.75,-1000.0
49-2098,3.25,3.12,2.88,3.0,2.12,1.25,3.5,3.0,2.38,3.12,2.88,2.88,1.88,1.88,2.62,2.88,3.0,1.75,0.88,2.0,3.12,0.88,2.88,2.75,2.62,3.25,2.75,3.12,3.0,2.5,2.5,2.88,0.75,1.0,2.0,11440.0
49-3011,4.0,3.38,3.0,3.25,2.25,2.62,4.0,3.12,2.88,3.12,3.0,3.0,2.75,2.12,3.0,2.88,3.88,2.12,1.25,3.0,2.12,0.5,4.0,3.25,4.75,4.0,4.25,3.88,3.38,3.25,3.25,3.0,0.62,1.88,2.25,16480.0
49-3021,2.88,3.0,2.12,2.75,2.0,0.25,3.0,2.25,2.12,2.88,2.88,2.88,2.25,2.12,2.62,2.75,3.0,1.62,1.0,2.5,1.75,0.75,2.88,3.0,2.75,3.0,3.25,3.0,2.75,2.25,2.25,2.75,1.38,1.75,2.25,7040.0
49-3022,2.5,2.75,2.38,2.62,1.75,0.5,2.75,2.38,2.12,2.62,2.62,2.5,2.12,2.0,2.25,2.62,2.5,1.12,0.62,2.38,2.75,0.12,2.62,2.62,1.75,1.88,2.0,2.75,2.38,1.88,1.88,3.0,0.5,1.0,1.88,3740.0
49-3023,2.81,3.06,2.62,2.88,1.88,1.69,3.25,3.0,2.44,3.0,2.38,2.81,2.37,2.0,2.63,3.0,3.06,1.5,1.13,2.88,2.25,0.81,3.5,3.37,3.56,3.75,3.88,3.44,3.0,2.81,2.94,2.94,1.44,1.31,2.25,21940.0
49-3031,2.88,3.0,2.5,2.88,1.75,1.62,3.25,3.0,2.5,3.0,2.62,3.0,2.38,1.88,2.62,2.38,3.0,1.12,0.75,2.88,1.75,0.62,3.12,3.12,3.25,3.5,3.75,3.25,2.88,2.38,2.38,2.88,0.75,0.88,2.12,23250.0
49-3041,2.88,2.88,2.5,3.0,2.5,1.62,3.62,3.0,2.62,2.88,2.5,2.38,2.12,1.62,2.38,2.0,3.0,0.88,1.0,3.0,2.12,0.75,3.12,3.25,3.88,3.88,4.12,3.12,3.0,2.75,2.5,2.75,1.5,1.12,2.0,970.0
49-3042,3.38,3.12,2.88,3.0,2.62,1.5,3.38,3.0,2.75,3.12,2.75,3.12,2.5,2.12,3.0,2.62,3.25,1.38,1.62,3.25,2.75,0.62,3.5,3.38,3.88,4.0,4.0,3.75,3.12,2.75,2.38,3.0,1.5,2.25,2.88,28520.0
49-3043,2.75,3.0,2.75,2.38,2.12,1.0,3.38,2.75,2.25,2.75,2.25,2.62,2.12,2.12,2.25,2.12,2.62,1.12,1.0,2.38,2.5,0.0,3.0,3.0,3.25,3.75,4.0,3.25,2.75,2.25,2.38,3.0,0.88,1.0,2.25,5850.0
49-3051,2.75,3.0,2.5,2.62,2.0,1.75,3.12,2.25,2.0,3.0,2.62,2.25,1.62,1.5,1.88,2.12,2.88,0.5,0.88,2.62,0.75,0.62,3.38,3.38,3.5,3.75,4.0,3.0,2.75,2.25,2.25,2.38,0.75,1.38,1.75,2730.0
49-3052,3.0,3.0,2.88,3.0,2.12,1.25,3.12,3.12,2.25,3.0,2.62,3.0,2.5,2.0,2.62,3.0,3.0,1.38,1.0,2.25,1.62,0.25,3.0,3.0,3.38,3.88,3.75,3.0,3.0,2.25,2.25,3.0,0.62,1.25,1.88,170.0
49-3053,2.62,2.75,2.5,2.5,2.0,1.12,3.0,2.75,2.12,2.75,2.38,2.88,2.12,1.62,2.25,2.5,2.75,0.5,0.75,2.75,0.75,0.38,3.0,3.0,3.62,3.62,3.62,3.0,2.75,2.12,2.0,2.62,1.12,1.12,1.75,2940.0
49-3091,3.0,3.0,2.5,3.0,2.0,0.38,3.12,2.5,2.38,2.88,3.12,2.5,2.62,2.62,2.75,3.0,3.0,0.75,1.5,2.62,1.75,0.12,2.25,2.0,2.88,3.0,3.12,3.12,2.75,2.12,2.12,2.88,1.12,1.25,2.12,2670.0
49-3092,2.88,3.25,2.75,3.12,1.75,0.88,3.5,3.12,2.38,3.0,2.75,3.12,2.62,2.5,2.62,2.88,2.88,1.0,1.0,2.62,0.88,0.5,2.88,2.88,3.12,3.5,3.88,3.12,2.88,2.38,2.5,2.75,0.62,0.75,1.75,4590.0
49-3093,2.0,2.5,2.12,2.25,1.88,0.0,2.38,2.0,2.25,2.25,2.25,2.12,2.0,2.12,2.25,2.62,2.25,0.0,0.5,1.62,1.0,0.0,2.75,2.88,2.0,2.62,2.75,2.38,2.12,2.0,2.0,2.62,0.75,1.62,2.25,10370.0
49-9011,2.88,3.0,2.88,3.0,2.5,0.0,3.0,2.25,2.12,3.0,2.88,2.88,2.75,2.25,2.62,2.88,2.88,1.12,1.5,2.5,2.75,0.0,2.88,2.75,2.88,3.0,2.75,3.25,2.62,2.0,2.12,2.88,1.0,1.5,2.25,5830.0
49-9012,3.12,2.88,2.88,3.0,1.5,1.12,3.12,3.0,2.38,3.0,2.75,3.0,1.75,1.88,2.38,2.38,3.0,0.75,0.88,2.5,2.12,0.75,3.0,3.0,3.25,3.12,3.25,3.25,3.0,2.12,2.12,2.5,0.88,0.88,1.5,10980.0
49-9021,3.19,3.12,3.0,3.06,2.75,1.44,3.5,3.06,2.75,3.19,3.0,3.12,2.75,2.19,2.81,2.81,3.06,2.06,1.75,2.81,3.5,0.63,3.44,3.37,3.75,3.88,3.94,3.5,3.0,2.94,3.0,3.06,1.5,1.94,2.69,80650.0
49-9031,2.88,3.12,2.75,3.0,2.0,1.25,3.25,2.25,2.12,2.88,2.75,2.75,2.12,2.12,2.5,2.88,3.0,1.62,1.0,2.88,2.38,0.62,3.25,3.0,3.12,3.62,3.88,3.62,3.0,2.12,2.0,3.0,1.25,1.75,2.12,-2170.0
49-9041,3.0,3.0,2.75,3.0,2.5,1.5,3.5,3.12,2.88,3.12,2.12,3.0,1.75,1.75,2.75,2.25,3.0,1.75,1.88,3.12,3.0,1.5,4.0,4.0,4.12,4.0,4.0,3.75,3.0,2.88,2.88,3.0,0.88,0.88,2.12,73750.0
49-9043,2.88,3.0,2.25,2.75,1.62,0.75,3.0,2.12,1.88,2.75,2.12,3.0,2.12,2.12,2.12,2.12,2.88,1.75,1.12,2.75,2.25,0.75,3.62,3.25,3.88,3.25,3.75,3.12,2.38,2.12,2.0,2.38,0.75,1.0,1.88,-17840.0
49-9044,3.0,3.0,2.88,3.0,2.75,0.62,3.12,3.12,2.88,3.12,2.88,3.5,2.88,2.75,3.12,2.88,3.0,1.12,1.75,2.5,3.38,0.62,3.88,3.5,3.88,3.88,3.88,3.38,3.0,2.75,2.88,3.25,1.62,1.62,2.62,8030.0
49-9045,2.62,2.88,2.25,2.75,1.75,0.0,3.0,2.12,2.12,2.75,2.38,2.75,1.75,1.88,2.38,2.0,2.12,1.25,0.75,1.88,0.38,0.0,3.25,3.0,2.75,2.88,2.75,2.75,2.62,1.62,1.38,2.5,0.62,0.88,1.88,-910.0
49-9051,3.0,3.25,2.75,2.88,1.88,1.0,3.0,3.0,2.75,3.0,2.62,3.25,2.75,2.12,2.62,2.5,3.0,1.62,1.12,2.12,2.38,0.25,3.25,3.25,3.0,3.38,3.25,3.12,3.0,3.0,3.0,2.88,0.38,0.62,3.0,-2880.0
49-9052,3.0,3.0,2.88,2.75,1.75,1.12,3.12,2.62,2.0,2.88,2.88,3.0,2.25,2.12,2.12,2.88,3.0,1.0,0.88,2.0,1.88,0.62,3.0,3.0,2.75,3.12,2.75,3.0,3.0,2.38,2.38,2.75,0.75,0.75,1.88,6480.0
49-9061,3.5,3.12,3.0,3.0,2.5,1.88,3.38,3.12,2.25,2.88,2.5,2.25,2.12,2.0,0.88,2.25,3.12,1.75,2.25,3.12,1.38,1.25,3.0,1.75,3.62,3.62,3.88,3.38,3.0,2.12,2.12,3.0,1.75,1.88,1.62,470.0
49-9062,3.75,2.88,2.88,2.88,3.12,2.25,3.62,3.25,2.88,3.25,2.75,2.88,2.75,2.5,3.12,2.88,3.12,2.12,2.0,3.12,2.0,0.62,3.62,3.0,4.0,4.0,4.0,3.62,3.12,3.0,3.12,2.75,1.5,2.12,2.75,4940.0
49-9063,3.0,3.0,2.75,3.0,2.0,1.25,3.25,3.0,2.5,3.0,2.88,2.38,2.88,2.75,2.88,2.88,2.88,1.75,1.38,2.62,0.5,0.25,3.0,2.5,2.88,3.12,3.12,3.5,3.0,2.75,2.75,3.12,1.88,2.12,2.25,360.0
49-9064,2.88,3.0,2.25,2.75,2.0,1.25,3.0,2.25,1.62,2.25,2.5,2.12,2.12,1.62,1.62,2.75,2.88,1.0,1.12,2.25,0.62,0.0,2.5,2.12,3.12,3.12,3.5,3.0,3.0,1.88,2.0,2.25,1.5,1.5,1.88,390.0
49-9071,3.12,3.0,2.88,3.0,2.25,1.12,3.12,3.12,2.38,3.12,2.62,3.0,2.25,2.38,2.38,2.25,3.0,2.12,1.88,3.0,3.12,0.5,3.12,3.12,3.88,3.75,3.88,3.25,2.88,2.25,2.25,2.88,1.25,1.5,2.25,136070.0
49-9081,3.25,3.12,2.75,3.0,2.75,2.0,3.12,3.12,3.0,3.12,2.75,3.25,1.75,1.88,2.88,2.12,3.0,1.0,1.5,2.88,1.12,0.62,3.25,3.12,3.75,4.0,3.88,3.12,3.0,3.12,3.0,2.88,1.0,2.25,2.5,2250.0
49-9091,2.88,2.88,2.5,2.62,2.0,0.62,2.88,2.12,1.75,3.0,2.5,2.62,1.75,1.5,1.62,2.62,2.75,0.5,0.0,2.12,1.62,0.38,3.0,3.0,3.0,3.0,3.0,2.88,2.62,2.75,2.25,2.75,1.25,1.25,1.62,530.0
49-9092,3.5,3.62,3.0,3.38,2.12,2.25,3.75,3.12,3.0,3.25,3.0,3.12,2.62,2.62,3.12,2.38,3.12,1.75,0.88,2.88,2.38,0.0,3.62,3.12,3.0,3.12,3.25,3.25,3.25,2.75,2.5,3.12,0.88,1.38,3.0,-200.0
49-9094,3.0,3.0,2.38,3.0,2.12,0.0,3.12,2.88,2.25,2.75,2.5,2.62,2.25,2.12,2.12,2.25,2.88,0.25,1.25,2.12,2.0,0.75,2.38,3.0,3.0,3.0,3.12,3.0,2.75,2.25,2.12,2.88,1.25,1.38,2.12,-80.0
49-9095,3.12,2.88,2.88,2.88,2.88,0.88,3.25,3.0,3.12,3.38,2.75,3.62,3.0,2.75,3.12,2.75,3.25,2.0,1.5,2.62,2.38,0.0,3.12,3.25,2.62,3.25,3.38,3.62,3.0,2.62,2.88,3.12,2.12,2.38,3.12,-470.0
49-9096,2.38,3.0,2.38,2.75,1.0,0.5,3.0,2.25,1.12,3.12,2.5,3.12,2.12,2.12,2.12,2.25,3.0,2.12,0.62,2.75,1.75,0.0,3.12,3.25,2.5,2.88,2.62,3.0,3.0,2.12,2.12,2.88,0.38,0.38,2.88,2650.0
49-9097,2.88,3.0,3.0,2.5,2.25,0.88,3.38,3.0,2.75,3.12,2.12,2.75,2.12,2.12,2.75,2.12,3.0,0.25,0.62,2.75,2.62,0.88,3.75,3.0,3.88,4.0,3.88,3.88,2.88,2.25,2.25,3.0,0.75,0.88,2.12,-1020.0
49-9098,2.12,2.75,2.0,2.38,1.62,0.12,2.75,2.5,2.12,2.62,2.0,2.88,1.75,1.5,2.0,2.0,2.12,0.75,0.62,2.38,2.25,0.38,3.0,3.0,3.25,3.12,3.25,3.0,2.62,2.12,1.88,2.5,0.38,0.62,1.5,-27520.0
49-9099,3.12,3.0,3.0,3.0,3.12,2.0,3.12,3.0,2.25,3.62,2.25,3.12,2.25,2.12,2.62,2.38,2.88,1.62,1.5,2.88,3.12,1.12,4.0,3.75,3.25,3.75,3.62,3.25,3.0,3.0,3.0,3.0,1.38,1.75,2.25,22830.0
51-1011,3.75,4.0,3.62,3.75,2.88,0.62,3.75,3.12,3.12,3.88,3.88,3.88,3.12,3.12,3.12,2.88,3.62,2.75,1.25,2.25,0.12,0.38,3.38,2.75,2.12,2.5,2.12,3.12,3.25,3.0,3.0,3.88,2.62,2.62,3.75,38270.0
51-2011,3.12,3.12,3.0,3.0,2.75,1.5,3.12,3.0,2.88,3.12,2.25,2.88,2.25,2.25,2.88,2.38,2.88,1.38,1.88,2.88,3.0,1.0,3.0,2.88,3.0,2.88,3.12,3.75,3.0,2.88,2.62,3.0,1.38,1.62,2.38,2310.0
51-2021,2.75,2.88,2.0,2.5,1.12,0.0,2.88,1.88,1.88,3.0,2.25,2.88,1.25,1.12,2.12,1.5,1.88,0.62,0.75,0.62,0.12,0.0,3.12,3.12,0.62,1.88,0.38,2.25,2.5,1.5,1.25,2.12,0.5,0.5,1.0,-2240.0
51-2031,3.12,3.0,2.25,2.88,2.0,1.62,3.0,2.25,2.0,3.0,2.12,2.25,2.0,2.0,2.25,2.0,2.25,0.75,1.0,2.25,1.38,0.75,3.12,2.88,2.88,3.0,2.88,3.25,2.5,2.0,2.0,2.25,0.62,1.12,2.12,7650.0
51-2041,2.38,3.0,2.0,2.5,1.88,0.62,2.25,1.62,0.75,2.5,2.25,2.62,2.12,1.75,1.88,1.75,2.25,1.25,0.5,1.5,0.25,0.0,2.38,2.38,0.88,2.0,0.88,2.5,2.38,0.5,0.5,2.38,0.0,0.12,2.0,-1160.0
51-3011,2.75,2.75,2.12,2.88,2.12,0.88,3.0,3.0,2.0,2.88,2.62,2.88,1.75,1.88,2.0,2.25,2.0,1.88,0.88,0.62,0.0,0.0,2.62,2.0,0.5,1.25,0.12,2.25,2.75,2.0,2.0,2.75,0.88,1.38,1.62,11260.0
51-3021,3.0,3.0,2.75,3.0,2.0,0.25,3.0,2.12,2.0,2.88,2.88,2.75,2.88,2.75,2.25,2.88,2.5,1.0,0.5,0.88,0.0,0.12,2.12,2.0,1.12,1.88,1.0,2.0,2.38,2.0,2.0,3.0,2.0,1.75,3.0,-280.0
51-3022,2.25,2.25,2.12,2.62,1.88,0.0,2.88,2.25,2.25,2.62,2.38,2.38,2.12,2.12,2.12,2.38,2.12,0.12,0.25,1.38,0.0,0.0,2.38,2.12,1.25,2.0,1.25,2.12,2.12,1.12,1.12,2.12,0.88,1.0,2.25,3680.0
51-3023,1.75,2.25,1.0,1.88,0.75,0.0,1.88,1.5,1.25,1.88,1.75,1.88,0.88,1.12,1.62,1.75,1.75,0.12,0.0,0.5,0.0,0.0,2.0,2.12,0.75,1.38,0.75,2.0,1.75,1.12,1.12,1.88,0.5,0.62,1.5,-12680.0
51-3091,2.88,2.88,2.88,2.88,0.75,0.88,3.0,2.62,2.5,3.0,2.12,3.0,2.25,2.12,2.62,2.12,2.75,1.5,0.5,2.0,0.62,0.25,3.62,3.12,2.25,2.25,2.0,2.88,2.62,1.62,1.5,2.12,0.25,0.5,2.0,1940.0
